seed1,team1,score1,seed2,team2,score2,round,year
10,Miami (FL),70,11,Iowa St.,56,16,2022
4,Arkansas,74,1,Gonzaga,68,16,2022
2,Duke,78,3,Texas Tech,73,16,2022
8,North Carolina,73,4,UCLA,66,16,2022
15,St. Peter’s,67,3,Purdue,64,16,2022
5,Houston,72,1,Arizona,60,16,2022
2,Villanova,63,11,Michigan,55,16,2022
1,Kansas,76,10,Miami (FL),50,8,2022
2,Duke,78,4,Arkansas,69,8,2022
8,North Carolina,69,15,St. Peter’s,49,8,2022
2,Villanova,50,5,Houston,44,8,2022
8,North Carolina,81,2,Duke,77,4,2022
1,Kansas,81,2,Villanova,65,4,2022
1,Kansas,72,8,North Carolina,69,2,2022
16,FDU,84,16,Texas Southern,61,0,2023
11,Arizona St.,98,11,Nevada,73,0,2023
16,Texas A&M - CC,75,16,SE Missouri St.,71,0,2023
11,Pittsburgh,60,11,Mississippi St.,59,0,2023
1,Houston,63,16,North Kentucky,52,64,2023
9,Auburn,83,8,Iowa,75,64,2023
5,Miami (FL),63,12,Drake,56,64,2023
4,Indiana,71,13,Kent St.,60,64,2023
11,Pittsburgh,59,6,Iowa St.,41,64,2023
3,Xavier,72,14,Kennesaw St.,67,64,2023
10,Penn St.,76,7,Texas A&M,59,64,2023
2,Texas,81,15,Colgate,61,64,2023
1,Kansas,96,16,Howard,68,64,2023
8,Arkansas,73,9,Illinois,63,64,2023
5,St. Mary’s,63,12,VCU,51,64,2023
4,UConn,87,13,Iona,63,64,2023
6,TCU,72,11,Arizona St.,70,64,2023
3,Gonzaga,82,14,Grand Canyon,70,64,2023
7,Northwestern,75,10,Boise St.,67,64,2023
2,UCLA,86,15,UNC Asheville,53,64,2023
16,FDU,63,1,Purdue,58,64,2023
9,FAU,66,8,Memphis,65,64,2023
5,Duke,74,12,Oral Roberts,51,64,2023
4,Tennessee,58,13,Louisiana,55,64,2023
6,Kentucky,61,11,Providence,53,64,2023
3,Kansas St.,77,14,Montana St.,65,64,2023
7,Michigan St.,72,10,USC,62,64,2023
2,Marquette,78,15,Vermont,61,64,2023
1,Alabama,96,16,Texas A&M - CC,75,64,2023
8,Maryland,67,9,West Virginia,65,64,2023
5,San Diego St.,63,12,Col of Charleston,57,64,2023
13,Furman,68,4,Virginia,67,64,2023
6,Creighton,72,11,NC State,63,64,2023
3,Baylor,74,14,UCSB,56,64,2023
7,Missouri,76,10,Utah St.,65,64,2023
15,Princeton,59,2,Arizona,55,64,2023
1,Houston,81,9,Auburn,64,32,2023
5,Miami (FL),85,4,Indiana,69,32,2023
3,Xavier,84,11,Pittsburgh,73,32,2023
2,Texas,71,10,Penn St.,66,32,2023
8,Arkansas,72,1,Kansas,71,32,2023
4,UConn,70,5,St. Mary’s,55,32,2023
3,Gonzaga,84,6,TCU,81,32,2023
2,UCLA,68,7,Northwestern,63,32,2023
9,FAU,78,16,FDU,70,32,2023
4,Tennessee,65,5,Duke,52,32,2023
3,Kansas St.,75,6,Kentucky,69,32,2023
7,Michigan St.,69,2,Marquette,60,32,2023
1,Alabama,73,8,Maryland,51,32,2023
5,San Diego St.,75,13,Furman,52,32,2023
6,Creighton,85,3,Baylor,76,32,2023
15,Princeton,78,7,Missouri,63,32,2023
5,Miami (FL),89,1,Houston,75,16,2023
2,Texas,83,3,Xavier,71,16,2023
4,UConn,88,6,Arkansas,65,16,2023
3,Gonzaga,79,2,UCLA,76,16,2023
9,FAU,62,4,Tennessee,55,16,2023
3,Kansas St.,98,7,Michigan St.,93,16,2023
5,San Diego St.,71,1,Alabama,64,16,2023
6,Creighton,86,15,Princeton,75,16,2023
5,Miami (FL),88,2,Texas,81,8,2023
4,UConn,82,3,Gonzaga,54,8,2023
9,FAU,79,3,Kansas St.,76,8,2023
5,San Diego St.,57,6,Creighton,56,8,2023
5,San Diego St.,72,9,FAU,71,4,2023
4,UConn,72,5,Miami (FL),59,4,2023
4,UConn,76,5,San Diego St.,59,2,2023
16,Wagner,71,16,Howard,68,0,2024
10,Colorado State,67,10,Virginia,42,0,2024
16,Grambling State,88,16,Montana State,81,0,2024
10,Colorado,60,10,Boise State,53,0,2024
1,UConn,91,16,Stetson,52,64,2024
9,Northwestern,77,8,Florida Atlantic,65,64,2024
5,San Diego State,69,12,UAB,65,64,2024
13,Yale,78,4,Auburn,76,64,2024
11,Duquesne,71,6,BYU,67,64,2024
3,Illinois,85,14,Morehead State,69,64,2024
7,Washington State,66,10,Drake,61,64,2024
2,Iowa State,82,15,South Dakota State,65,64,2024
1,North Carolina,90,16,Wagner,62,64,2024
9,Michigan State,69,8,Mississippi State,51,64,2024
12,Grand Canyon,75,5,Saint Mary's,66,64,2024
4,Alabama,109,13,Charleston,96,64,2024
6,Clemson,77,11,New Mexico,56,64,2024
3,Baylor,92,14,Colgate,67,64,2024
7,Dayton,63,10,Nevada,60,64,2024
2,Arizona,85,15,Long Beach State,65,64,2024
1,Houston,86,16,Longwood,46,64,2024
9,Texas A&M,98,8,Nebraska,83,64,2024
12,James Madison,72,5,Wisconsin,61,64,2024
4,Duke,64,13,Vermont,47,64,2024
11,NC State,80,6,Texas Tech,67,64,2024
14,Oakland,80,3,Kentucky,76,64,2024
10,Colorado,102,7,Florida,100,64,2024
2,Marquette,87,15,Western Kentucky,69,64,2024
1,Purdue,78,16,Grambling State,50,64,2024
8,Utah State,88,9,TCU,72,64,2024
5,Gonzaga,86,12,McNeese,65,64,2024
4,Kansas,93,13,Samford,89,64,2024
11,Oregon,87,6,South Carolina,73,64,2024
3,Creighton,77,14,Akron,60,64,2024
7,Texas,56,10,Colorado State,44,64,2024
2,Tennessee,83,15,Saint Peter's,49,64,2024
1,UConn,75,9,Northwestern,58,32,2024
5,San Diego State,85,13,Yale,57,32,2024
3,Illinois,89,11,Duquesne,63,32,2024
2,Iowa State,67,7,Washington State,56,32,2024
1,North Carolina,85,9,Michigan State,69,32,2024
4,Alabama,72,12,Grand Canyon,61,32,2024
6,Clemson,72,3,Baylor,64,32,2024
2,Arizona,78,7,Dayton,68,32,2024
1,Houston,100,9,Texas A&M,95,32,2024
4,Duke,93,12,James Madison,55,32,2024
11,NC State,79,14,Oakland,73,32,2024
2,Marquette,81,10,Colorado,77,32,2024
1,Purdue,106,8,Utah State,67,32,2024
5,Gonzaga,89,4,Kansas,68,32,2024
3,Creighton,86,11,Oregon,73,32,2024
2,Tennessee,62,7,Texas,58,32,2024
1,UConn,82,5,San Diego State,52,16,2024
3,Illinois,72,2,Iowa State,69,16,2024
4,Alabama,89,1,North Carolina,87,16,2024
6,Clemson,77,2,Arizona,72,16,2024
4,Duke,54,1,Houston,51,16,2024
11,NC State,67,2,Marquette,58,16,2024
1,Purdue,80,5,Gonzaga,68,16,2024
2,Tennessee,82,3,Creighton,75,16,2024
1,UConn,77,3,Illinois,52,8,2024
4,Alabama,89,6,Clemson,82,8,2024
11,NC State,76,4,Duke,64,8,2024
1,Purdue,72,2,Tennessee,66,8,2024
1,UConn,86,4,Alabama,72,4,2024
1,Purdue,63,11,NC State,50,4,2024
1,UConn,75,1,Purdue,60,2,2024
